date,lobby,game,team,ign,playfabid,placement,kills,damage,date,date num,is_fun_match,playfabid2
2024/06/05 18:51:32,423AB8,0,F,TW_ghostyy,B55FC0433CE3C59E,1,0,303,2024-06-05,45448,0,B55FC0433CE3C59E
2024/06/05 18:51:32,423AB8,0,F,TOTALS,,1,1,702,2024-06-05,45448,0,
2024/06/05 18:59:27,35O4AD,0,A,WWW_Consesa,3EC9DC46299D97AF,6,0,87,2024-06-05,45448,0,A964E942A84A9AF9
2024/06/05 18:59:27,35O4AD,0,A,KyGelli,BFDBEDA6BC4FBF3F,6,0,0,2024-06-05,45448,0,BFDBEDA6BC4FBF3F
2024/06/05 18:59:27,35O4AD,0,A,Cosmooon,6E7ABBDB1D1CF9BB,6,0,55,2024-06-05,45448,0,6E7ABBDB1D1CF9BB
2024/06/05 18:59:27,35O4AD,0,A,TOTALS,,6,0,142,2024-06-05,45448,0,
2024/06/05 18:59:27,35O4AD,0,C,crank.d,B3BF51049C1923AB,4,1,778,2024-06-05,45448,0,B3BF51049C1923AB
2024/06/05 18:59:27,35O4AD,0,C,AOC_CAIDEN,DEE51F0B7F373C98,4,0,405,2024-06-05,45448,0,DEE51F0B7F373C98
2024/06/05 18:59:27,35O4AD,0,C,MOVEWAY,C5291FD5BBD3F050,4,1,369,2024-06-05,45448,0,C5291FD5BBD3F050
2024/06/05 18:59:27,35O4AD,0,C,TOTALS,,4,2,1552,2024-06-05,45448,0,
2024/06/05 18:59:27,35O4AD,0,D,itsnaaattybetts,55DD88B97CB2CCEA,5,0,1054,2024-06-05,45448,0,5359E9B30EA5E38B
2024/06/05 18:59:27,35O4AD,0,D,SIeepyJoeBiden,827BB5492C42434E,5,0,544,2024-06-05,45448,0,B0E52B0761329378
2024/06/05 18:59:27,35O4AD,0,D,TOTALS,,5,0,1598,2024-06-05,45448,0,
2024/06/05 18:59:27,35O4AD,0,E,VIPxRyan2dayy,77672C414F852A3B,3,3,726,2024-06-05,45448,0,77672C414F852A3B
2024/06/05 18:59:27,35O4AD,0,E,VIPxNoah,743B2938B4AD04E4,3,2,1275,2024-06-05,45448,0,35BF2EE8727E21DD
2024/06/05 18:59:27,35O4AD,0,E,VIPxHimathy,7F68578FE3FC751E,3,7,1564,2024-06-05,45448,0,D27AA61FAA59DC11
2024/06/05 18:59:27,35O4AD,0,E,TOTALS,,3,12,3565,2024-06-05,45448,0,
2024/06/05 18:59:27,35O4AD,0,G,JackGPT,35C2D99A6E66DD55,1,1,649,2024-06-05,45448,0,35C2D99A6E66DD55
2024/06/05 18:59:27,35O4AD,0,G,Greta Thunberg,3E47130A54B2714,1,7,1537,2024-06-05,45448,0,3E47130A54B2714
2024/06/05 18:59:27,35O4AD,0,G,SAH1b,17C81FDBCCC905C6,1,2,693,2024-06-05,45448,0,17C81FDBCCC905C6
